idciudadvotacion,NombreCiudad,idProvincia,NombreProvincia,idmun,NombreMunicipio,idpersona,idsexo,Des_sexo,edad
2,La Paz,6,Larecaja,2,Guanay,1809222,2,Femenino,58
2,La Paz,6,Larecaja,2,Guanay,2088790,1,Masculino,29
2,La Paz,6,Larecaja,2,Guanay,2183014,2,Femenino,26
2,La Paz,6,Larecaja,2,Guanay,2215570,1,Masculino,29
2,La Paz,6,Larecaja,2,Guanay,2234890,1,Masculino,26
2,La Paz,6,Larecaja,2,Guanay,2245252,2,Femenino,52
2,La Paz,6,Larecaja,2,Guanay,2248275,1,Masculino,35
2,La Paz,6,Larecaja,2,Guanay,2303476,1,Masculino,35
2,La Paz,6,Larecaja,2,Guanay,2373287,2,Femenino,50
2,La Paz,6,Larecaja,2,Guanay,2857045,1,Masculino,25
2,La Paz,6,Larecaja,2,Guanay,8770117,1,Masculino,37
2,La Paz,6,Larecaja,2,Guanay,12007721,1,Masculino,39
2,La Paz,6,Larecaja,8,Teoponte,2306320,2,Femenino,26
2,La Paz,2,Omasuyos,1,Achacachi,697625,1,Masculino,103
2,La Paz,2,Omasuyos,1,Achacachi,11230793,1,Masculino,23
2,La Paz,5,Muñecas,1,Chuma,1616192,1,Masculino,58
2,La Paz,5,Muñecas,1,Chuma,1789751,1,Masculino,71
2,La Paz,6,Larecaja,6,Tipuani,172102,2,Femenino,34
2,La Paz,6,Larecaja,6,Tipuani,797801,1,Masculino,45
2,La Paz,6,Larecaja,6,Tipuani,809067,1,Masculino,49
2,La Paz,6,Larecaja,6,Tipuani,2242795,1,Masculino,25
2,La Paz,6,Larecaja,6,Tipuani,2249845,2,Femenino,44
2,La Paz,6,Larecaja,6,Tipuani,2877769,1,Masculino,29
2,La Paz,6,Larecaja,6,Tipuani,10182870,1,Masculino,31
2,La Paz,6,Larecaja,6,Tipuani,2256048,1,Masculino,27
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,10930722,2,Femenino,49
2,La Paz,7,Franz Tamayo,1,Apolo,1796035,1,Masculino,31
2,La Paz,7,Franz Tamayo,1,Apolo,2301270,1,Masculino,27
2,La Paz,7,Franz Tamayo,1,Apolo,10869337,2,Femenino,29
2,La Paz,9,Loayza,2,Sapahaqui,2072559,2,Femenino,27
2,La Paz,9,Loayza,2,Sapahaqui,2266093,2,Femenino,25
2,La Paz,9,Loayza,2,Sapahaqui,2833696,2,Femenino,40
2,La Paz,9,Loayza,2,Sapahaqui,9780149,2,Femenino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,186193,2,Femenino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,2167219,2,Femenino,28
2,La Paz,11,Sud Yungas,4,Palos Blancos,2180455,1,Masculino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,2183650,2,Femenino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,2192508,2,Femenino,25
2,La Paz,11,Sud Yungas,4,Palos Blancos,2849140,1,Masculino,44
2,La Paz,11,Sud Yungas,4,Palos Blancos,8826639,1,Masculino,21
2,La Paz,11,Sud Yungas,4,Palos Blancos,9086283,2,Femenino,27
2,La Paz,3,Pacajes,2,Caquiaviri,751175,2,Femenino,79
2,La Paz,3,Pacajes,3,Calacoto,1424200,2,Femenino,89
2,La Paz,6,Larecaja,7,Mapiri,128435,2,Femenino,28
2,La Paz,6,Larecaja,7,Mapiri,1954520,2,Femenino,36
2,La Paz,6,Larecaja,7,Mapiri,1955239,1,Masculino,39
2,La Paz,6,Larecaja,7,Mapiri,1955505,2,Femenino,95
2,La Paz,6,Larecaja,7,Mapiri,2276689,2,Femenino,28
2,La Paz,6,Larecaja,7,Mapiri,2278023,1,Masculino,27
2,La Paz,6,Larecaja,7,Mapiri,2279963,2,Femenino,39
2,La Paz,6,Larecaja,7,Mapiri,2280463,2,Femenino,46
2,La Paz,6,Larecaja,7,Mapiri,2280733,1,Masculino,40
2,La Paz,6,Larecaja,7,Mapiri,2691757,1,Masculino,54
2,La Paz,6,Larecaja,8,Teoponte,2199043,1,Masculino,37
2,La Paz,6,Larecaja,8,Teoponte,2211958,1,Masculino,25
2,La Paz,6,Larecaja,8,Teoponte,2217025,1,Masculino,31
2,La Paz,8,Ingavi,1,Viacha,9094152,1,Masculino,32
2,La Paz,8,Ingavi,1,Viacha,10988646,2,Femenino,29
2,La Paz,8,Ingavi,1,Viacha,11394609,1,Masculino,28
2,La Paz,9,Loayza,2,Sapahaqui,1461621,1,Masculino,80
2,La Paz,9,Loayza,2,Sapahaqui,2266795,2,Femenino,28
2,La Paz,9,Loayza,2,Sapahaqui,2231614,2,Femenino,29
2,La Paz,6,Larecaja,1,Sorata,1616530,1,Masculino,42
2,La Paz,6,Larecaja,2,Guanay,123504,2,Femenino,27
2,La Paz,6,Larecaja,2,Guanay,179524,1,Masculino,25
2,La Paz,6,Larecaja,2,Guanay,822618,1,Masculino,42
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,746844,1,Masculino,31
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,752809,2,Femenino,102
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,2041528,2,Femenino,29
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,2309243,2,Femenino,24
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,2309394,2,Femenino,24
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,2173937,2,Femenino,24
2,La Paz,6,Larecaja,2,Guanay,11976167,2,Femenino,26
2,La Paz,8,Ingavi,1,Viacha,92635,2,Femenino,23
2,La Paz,8,Ingavi,1,Viacha,248999,1,Masculino,22
2,La Paz,8,Ingavi,1,Viacha,760950,1,Masculino,91
2,La Paz,8,Ingavi,1,Viacha,778866,1,Masculino,55
2,La Paz,8,Ingavi,1,Viacha,787573,1,Masculino,71
2,La Paz,8,Ingavi,1,Viacha,828451,1,Masculino,40
2,La Paz,8,Ingavi,1,Viacha,1042471,1,Masculino,56
2,La Paz,8,Ingavi,1,Viacha,1044562,1,Masculino,36
2,La Paz,8,Ingavi,1,Viacha,1045798,2,Femenino,83
2,La Paz,8,Ingavi,1,Viacha,1054654,1,Masculino,52
2,La Paz,8,Ingavi,1,Viacha,1058866,2,Femenino,48
2,La Paz,6,Larecaja,3,Tacacoma,1964650,2,Femenino,70
2,La Paz,6,Larecaja,3,Tacacoma,2238066,1,Masculino,28
2,La Paz,6,Larecaja,6,Tipuani,1773409,1,Masculino,58
2,La Paz,6,Larecaja,6,Tipuani,1774813,1,Masculino,53
2,La Paz,6,Larecaja,6,Tipuani,1799279,1,Masculino,38
2,La Paz,6,Larecaja,6,Tipuani,1827959,1,Masculino,44
2,La Paz,6,Larecaja,6,Tipuani,2209518,2,Femenino,33
2,La Paz,6,Larecaja,6,Tipuani,2234403,1,Masculino,38
2,La Paz,6,Larecaja,6,Tipuani,2372719,1,Masculino,56
2,La Paz,6,Larecaja,6,Tipuani,8317875,1,Masculino,49
2,La Paz,6,Larecaja,6,Tipuani,11273126,2,Femenino,28
2,La Paz,6,Larecaja,6,Tipuani,11297524,2,Femenino,43
2,La Paz,3,Pacajes,8,Santiago de Callapa,1439040,2,Femenino,82
2,La Paz,3,Pacajes,8,Santiago de Callapa,1952265,2,Femenino,108
2,La Paz,7,Franz Tamayo,2,Pelechuco,1595638,1,Masculino,51
2,La Paz,9,Loayza,4,Malla,1422596,1,Masculino,43
2,La Paz,9,Loayza,3,Yaco,1482628,2,Femenino,90
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,2568900,2,Femenino,43
2,La Paz,5,Muñecas,1,Chuma,1611069,1,Masculino,77
2,La Paz,6,Larecaja,3,Tacacoma,11959036,2,Femenino,39
2,La Paz,6,Larecaja,6,Tipuani,171898,1,Masculino,23
2,La Paz,6,Larecaja,6,Tipuani,1772952,2,Femenino,42
2,La Paz,6,Larecaja,6,Tipuani,1790602,1,Masculino,58
2,La Paz,6,Larecaja,6,Tipuani,2219769,1,Masculino,42
2,La Paz,6,Larecaja,6,Tipuani,2593225,1,Masculino,30
2,La Paz,10,Inquisivi,3,Cajuata,2177696,1,Masculino,30
2,La Paz,10,Inquisivi,3,Cajuata,2217672,1,Masculino,33
2,La Paz,10,Inquisivi,3,Cajuata,9450192,1,Masculino,26
2,La Paz,10,Inquisivi,3,Cajuata,11969757,1,Masculino,37
2,La Paz,3,Pacajes,3,Calacoto,1604915,2,Femenino,84
2,La Paz,6,Larecaja,8,Teoponte,735108,2,Femenino,51
2,La Paz,6,Larecaja,8,Teoponte,825156,1,Masculino,40
2,La Paz,6,Larecaja,8,Teoponte,2203891,1,Masculino,53
2,La Paz,8,Ingavi,6,Jesús de Machaka,10820069,1,Masculino,27
2,La Paz,11,Sud Yungas,3,Yanacachi,191809,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,1780806,2,Femenino,87
2,La Paz,8,Ingavi,1,Viacha,2064686,2,Femenino,28
2,La Paz,8,Ingavi,1,Viacha,2066715,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,2082098,2,Femenino,28
2,La Paz,8,Ingavi,1,Viacha,2200147,1,Masculino,26
2,La Paz,8,Ingavi,1,Viacha,2222686,1,Masculino,25
2,La Paz,8,Ingavi,1,Viacha,2240023,2,Femenino,26
2,La Paz,8,Ingavi,1,Viacha,2255467,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,2302129,1,Masculino,25
2,La Paz,8,Ingavi,1,Viacha,2306012,2,Femenino,27
2,La Paz,8,Ingavi,1,Viacha,2306982,1,Masculino,26
2,La Paz,8,Ingavi,1,Viacha,2467990,1,Masculino,33
2,La Paz,8,Ingavi,1,Viacha,2557772,1,Masculino,44
2,La Paz,8,Ingavi,1,Viacha,2874227,1,Masculino,28
2,La Paz,8,Ingavi,1,Viacha,8251499,1,Masculino,38
2,La Paz,8,Ingavi,1,Viacha,8636087,1,Masculino,22
2,La Paz,8,Ingavi,1,Viacha,8721287,1,Masculino,24
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,1644984,1,Masculino,35
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,1648989,2,Femenino,92
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,2172596,2,Femenino,27
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,11300444,2,Femenino,28
2,La Paz,8,Ingavi,1,Viacha,747426,1,Masculino,87
2,La Paz,8,Ingavi,1,Viacha,748387,2,Femenino,86
2,La Paz,8,Ingavi,1,Viacha,749132,2,Femenino,82
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,11408277,2,Femenino,44
2,La Paz,9,Loayza,5,Cairoma,681264,2,Femenino,46
2,La Paz,9,Loayza,5,Cairoma,10763662,1,Masculino,35
2,La Paz,9,Loayza,5,Cairoma,10780308,2,Femenino,47
2,La Paz,10,Inquisivi,1,Inquisivi,1952182,1,Masculino,90
2,La Paz,10,Inquisivi,1,Inquisivi,11301302,1,Masculino,52
2,La Paz,10,Inquisivi,1,Inquisivi,1498938,2,Femenino,91
2,La Paz,10,Inquisivi,1,Inquisivi,2098146,2,Femenino,37
2,La Paz,10,Inquisivi,1,Inquisivi,4215967,1,Masculino,39
2,La Paz,10,Inquisivi,1,Inquisivi,8825550,1,Masculino,22
2,La Paz,10,Inquisivi,1,Inquisivi,1505739,1,Masculino,81
2,La Paz,13,Aroma,5,Patacamaya,694336,2,Femenino,54
2,La Paz,4,Camacho,5,Escoma,192158,2,Femenino,38
2,La Paz,4,Camacho,2,Mocomoco,1057596,2,Femenino,87
2,La Paz,4,Camacho,2,Mocomoco,1074644,2,Femenino,92
2,La Paz,4,Camacho,2,Mocomoco,2067215,1,Masculino,54
2,La Paz,4,Camacho,2,Mocomoco,2882747,1,Masculino,48
2,La Paz,4,Camacho,2,Mocomoco,10245040,2,Femenino,23
2,La Paz,4,Camacho,2,Mocomoco,11930428,1,Masculino,79
2,La Paz,4,Camacho,1,Puerto Acosta,1598076,2,Femenino,44
2,La Paz,4,Camacho,1,Puerto Acosta,1625669,2,Femenino,58
2,La Paz,4,Camacho,1,Puerto Acosta,11853048,1,Masculino,74
2,La Paz,8,Ingavi,1,Viacha,1791808,1,Masculino,57
2,La Paz,8,Ingavi,1,Viacha,2100654,2,Femenino,25
2,La Paz,8,Ingavi,1,Viacha,2576041,1,Masculino,33
2,La Paz,10,Inquisivi,4,Colquiri,2214451,1,Masculino,27
2,La Paz,10,Inquisivi,4,Colquiri,2858815,2,Femenino,25
2,La Paz,10,Inquisivi,4,Colquiri,1482911,1,Masculino,90
2,La Paz,10,Inquisivi,6,Villa Libertad Licoma,1824815,1,Masculino,32
2,La Paz,10,Inquisivi,6,Villa Libertad Licoma,1829078,1,Masculino,31
2,La Paz,6,Larecaja,5,Combaya,1785910,1,Masculino,74
2,La Paz,6,Larecaja,5,Combaya,11237693,1,Masculino,30
2,La Paz,6,Larecaja,6,Tipuani,171335,2,Femenino,27
2,La Paz,6,Larecaja,6,Tipuani,796513,1,Masculino,57
2,La Paz,6,Larecaja,6,Tipuani,809081,2,Femenino,47
2,La Paz,6,Larecaja,6,Tipuani,2157094,1,Masculino,39
2,La Paz,6,Larecaja,6,Tipuani,2247189,2,Femenino,53
2,La Paz,6,Larecaja,6,Tipuani,2256683,2,Femenino,26
2,La Paz,6,Larecaja,6,Tipuani,2257617,1,Masculino,42
2,La Paz,6,Larecaja,6,Tipuani,2670000,1,Masculino,36
2,La Paz,6,Larecaja,6,Tipuani,2718396,2,Femenino,26
2,La Paz,6,Larecaja,6,Tipuani,172103,1,Masculino,36
2,La Paz,6,Larecaja,6,Tipuani,2238482,2,Femenino,27
2,La Paz,6,Larecaja,6,Tipuani,2242375,2,Femenino,54
2,La Paz,6,Larecaja,6,Tipuani,2878653,1,Masculino,25
2,La Paz,6,Larecaja,2,Guanay,2211223,1,Masculino,28
2,La Paz,6,Larecaja,2,Guanay,2243347,1,Masculino,36
2,La Paz,6,Larecaja,2,Guanay,2246823,1,Masculino,25
2,La Paz,6,Larecaja,2,Guanay,2255949,1,Masculino,24
2,La Paz,6,Larecaja,2,Guanay,2844174,1,Masculino,28
2,La Paz,6,Larecaja,2,Guanay,3362764,2,Femenino,43
2,La Paz,6,Larecaja,2,Guanay,11377092,2,Femenino,33
2,La Paz,6,Larecaja,2,Guanay,2224612,1,Masculino,27
2,La Paz,3,Pacajes,2,Caquiaviri,770526,2,Femenino,84
2,La Paz,3,Pacajes,3,Calacoto,1444774,1,Masculino,47
2,La Paz,6,Larecaja,7,Mapiri,1949624,1,Masculino,85
2,La Paz,6,Larecaja,7,Mapiri,1954136,1,Masculino,84
2,La Paz,6,Larecaja,7,Mapiri,2275969,2,Femenino,31
2,La Paz,6,Larecaja,7,Mapiri,2626748,1,Masculino,34
2,La Paz,6,Larecaja,7,Mapiri,2646198,1,Masculino,36
2,La Paz,8,Ingavi,1,Viacha,2835152,1,Masculino,49
2,La Paz,8,Ingavi,1,Viacha,4240019,1,Masculino,33
2,La Paz,8,Ingavi,1,Viacha,10888539,1,Masculino,44
2,La Paz,9,Loayza,2,Sapahaqui,681197,1,Masculino,88
2,La Paz,5,Muñecas,3,Aucapata,727925,2,Femenino,91
2,La Paz,5,Muñecas,3,Aucapata,1060454,1,Masculino,50
2,La Paz,5,Muñecas,3,Aucapata,2891957,2,Femenino,28
2,La Paz,6,Larecaja,1,Sorata,1049475,1,Masculino,43
2,La Paz,6,Larecaja,1,Sorata,1054938,1,Masculino,35
2,La Paz,6,Larecaja,1,Sorata,1069344,2,Femenino,78
2,La Paz,6,Larecaja,1,Sorata,2089089,1,Masculino,28
2,La Paz,8,Ingavi,1,Viacha,754805,1,Masculino,87
2,La Paz,8,Ingavi,1,Viacha,829718,2,Femenino,87
2,La Paz,8,Ingavi,1,Viacha,1042761,1,Masculino,56
2,La Paz,8,Ingavi,1,Viacha,1043797,2,Femenino,39
2,La Paz,6,Larecaja,3,Tacacoma,2691254,1,Masculino,47
2,La Paz,6,Larecaja,3,Tacacoma,11968878,2,Femenino,55
2,La Paz,6,Larecaja,6,Tipuani,121910,2,Femenino,24
2,La Paz,6,Larecaja,6,Tipuani,122471,2,Femenino,27
2,La Paz,6,Larecaja,6,Tipuani,171482,1,Masculino,37
2,La Paz,6,Larecaja,6,Tipuani,822898,2,Femenino,43
2,La Paz,6,Larecaja,6,Tipuani,827705,2,Femenino,46
2,La Paz,6,Larecaja,6,Tipuani,830786,1,Masculino,35
2,La Paz,6,Larecaja,6,Tipuani,1469372,1,Masculino,38
2,La Paz,6,Larecaja,6,Tipuani,1801507,1,Masculino,59
2,La Paz,6,Larecaja,6,Tipuani,2213442,1,Masculino,52
2,La Paz,6,Larecaja,6,Tipuani,2229045,1,Masculino,25
2,La Paz,6,Larecaja,6,Tipuani,2248406,1,Masculino,26
2,La Paz,6,Larecaja,6,Tipuani,2339220,1,Masculino,39
2,La Paz,10,Inquisivi,3,Cajuata,2068939,1,Masculino,28
2,La Paz,10,Inquisivi,3,Cajuata,2863590,2,Femenino,29
2,La Paz,10,Inquisivi,3,Cajuata,2864587,1,Masculino,28
2,La Paz,6,Larecaja,8,Teoponte,117725,1,Masculino,28
2,La Paz,6,Larecaja,8,Teoponte,719105,1,Masculino,37
2,La Paz,6,Larecaja,8,Teoponte,724330,2,Femenino,92
2,La Paz,6,Larecaja,8,Teoponte,823393,1,Masculino,30
2,La Paz,6,Larecaja,8,Teoponte,824470,2,Femenino,80
2,La Paz,6,Larecaja,8,Teoponte,824806,1,Masculino,39
2,La Paz,6,Larecaja,8,Teoponte,826778,1,Masculino,29
2,La Paz,6,Larecaja,8,Teoponte,1777816,1,Masculino,83
2,La Paz,6,Larecaja,8,Teoponte,2217720,2,Femenino,41
2,La Paz,6,Larecaja,8,Teoponte,2306657,1,Masculino,28
2,La Paz,6,Larecaja,8,Teoponte,2692992,1,Masculino,29
2,La Paz,6,Larecaja,8,Teoponte,2883144,1,Masculino,28
2,La Paz,8,Ingavi,6,Jesús de Machaka,770347,1,Masculino,43
2,La Paz,8,Ingavi,6,Jesús de Machaka,776197,1,Masculino,34
2,La Paz,11,Sud Yungas,3,Yanacachi,2314145,1,Masculino,26
2,La Paz,6,Larecaja,3,Tacacoma,2218294,1,Masculino,28
2,La Paz,6,Larecaja,6,Tipuani,121848,2,Femenino,58
2,La Paz,6,Larecaja,6,Tipuani,833083,2,Femenino,74
2,La Paz,6,Larecaja,6,Tipuani,1817813,2,Femenino,30
2,La Paz,6,Larecaja,6,Tipuani,2181428,1,Masculino,39
2,La Paz,6,Larecaja,6,Tipuani,2220147,2,Femenino,36
2,La Paz,6,Larecaja,6,Tipuani,2234504,2,Femenino,53
2,La Paz,6,Larecaja,6,Tipuani,11367885,1,Masculino,51
2,La Paz,6,Larecaja,6,Tipuani,11415313,2,Femenino,26
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,1648949,2,Femenino,86
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,1663091,1,Masculino,78
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,10183605,1,Masculino,27
2,La Paz,8,Ingavi,1,Viacha,754248,2,Femenino,82
2,La Paz,8,Ingavi,1,Viacha,779752,2,Femenino,92
2,La Paz,8,Ingavi,1,Viacha,826580,2,Femenino,45
2,La Paz,8,Ingavi,1,Viacha,826729,2,Femenino,98
2,La Paz,8,Ingavi,1,Viacha,832813,1,Masculino,52
2,La Paz,8,Ingavi,1,Viacha,838614,1,Masculino,42
2,La Paz,11,Sud Yungas,2,Irupana,113775,2,Femenino,24
2,La Paz,11,Sud Yungas,2,Irupana,800410,2,Femenino,53
2,La Paz,11,Sud Yungas,2,Irupana,802180,2,Femenino,81
2,La Paz,11,Sud Yungas,2,Irupana,806560,2,Femenino,56
2,La Paz,11,Sud Yungas,2,Irupana,1619503,1,Masculino,36
2,La Paz,11,Sud Yungas,2,Irupana,2139459,2,Femenino,53
2,La Paz,11,Sud Yungas,2,Irupana,2872284,2,Femenino,45
2,La Paz,6,Larecaja,8,Teoponte,714808,1,Masculino,51
2,La Paz,6,Larecaja,8,Teoponte,828484,2,Femenino,76
2,La Paz,6,Larecaja,8,Teoponte,840133,1,Masculino,85
2,La Paz,6,Larecaja,8,Teoponte,2214318,2,Femenino,33
2,La Paz,6,Larecaja,8,Teoponte,2302741,2,Femenino,24
2,La Paz,6,Larecaja,8,Teoponte,2303611,2,Femenino,28
2,La Paz,6,Larecaja,8,Teoponte,2878068,2,Femenino,56
2,La Paz,2,Omasuyos,4,Huarina,11964904,2,Femenino,42
2,La Paz,5,Muñecas,3,Aucapata,703210,2,Femenino,52
2,La Paz,5,Muñecas,3,Aucapata,701855,2,Femenino,90
2,La Paz,6,Larecaja,1,Sorata,2205377,1,Masculino,27
2,La Paz,6,Larecaja,1,Sorata,2349954,2,Femenino,35
2,La Paz,6,Larecaja,1,Sorata,10628876,2,Femenino,55
2,La Paz,8,Ingavi,5,La (Marka) San Andrés de Machaca,702657,2,Femenino,83
2,La Paz,8,Ingavi,6,Jesús de Machaka,1067357,1,Masculino,37
2,La Paz,8,Ingavi,6,Jesús de Machaka,1938811,2,Femenino,84
2,La Paz,8,Ingavi,6,Jesús de Machaka,2522111,1,Masculino,33
2,La Paz,8,Ingavi,6,Jesús de Machaka,11402164,1,Masculino,48
2,La Paz,8,Ingavi,6,Jesús de Machaka,772649,2,Femenino,88
2,La Paz,6,Larecaja,1,Sorata,1624234,2,Femenino,89
2,La Paz,6,Larecaja,2,Guanay,1609609,2,Femenino,34
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,99471,2,Femenino,23
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,746796,2,Femenino,74
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,746826,1,Masculino,48
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,749083,2,Femenino,88
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,750687,2,Femenino,94
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,751191,1,Masculino,97
2,La Paz,8,Ingavi,2,Puerto Mayor de Guaqui,774836,2,Femenino,29
2,La Paz,8,Ingavi,7,Taraco,10779641,1,Masculino,51
2,La Paz,9,Loayza,5,Cairoma,2036581,1,Masculino,51
2,La Paz,9,Loayza,5,Cairoma,10763161,2,Femenino,40
2,La Paz,9,Loayza,5,Cairoma,10779890,1,Masculino,46
2,La Paz,9,Loayza,5,Cairoma,10906636,1,Masculino,29
2,La Paz,10,Inquisivi,1,Inquisivi,1954623,2,Femenino,89
2,La Paz,10,Inquisivi,1,Inquisivi,1955774,2,Femenino,77
2,La Paz,10,Inquisivi,1,Inquisivi,2847484,2,Femenino,26
2,La Paz,10,Inquisivi,1,Inquisivi,1529438,1,Masculino,84
2,La Paz,10,Inquisivi,1,Inquisivi,1842964,2,Femenino,88
2,La Paz,10,Inquisivi,1,Inquisivi,2098196,1,Masculino,42
2,La Paz,10,Inquisivi,1,Inquisivi,1506310,1,Masculino,37
2,La Paz,10,Inquisivi,1,Inquisivi,1529040,2,Femenino,59
2,La Paz,4,Camacho,5,Escoma,1048807,2,Femenino,81
2,La Paz,4,Camacho,2,Mocomoco,1067221,1,Masculino,83
2,La Paz,4,Camacho,1,Puerto Acosta,1599600,2,Femenino,94
2,La Paz,4,Camacho,1,Puerto Acosta,1602557,2,Femenino,91
2,La Paz,8,Ingavi,1,Viacha,1050577,2,Femenino,80
2,La Paz,8,Ingavi,1,Viacha,2303743,2,Femenino,26
2,La Paz,11,Sud Yungas,5,La Asunta,1153174,1,Masculino,36
2,La Paz,11,Sud Yungas,5,La Asunta,2146598,2,Femenino,48
2,La Paz,11,Sud Yungas,5,La Asunta,2225512,2,Femenino,47
2,La Paz,11,Sud Yungas,5,La Asunta,2230960,1,Masculino,27
2,La Paz,11,Sud Yungas,5,La Asunta,2142637,1,Masculino,35
2,La Paz,11,Sud Yungas,5,La Asunta,2185721,2,Femenino,28
2,La Paz,11,Sud Yungas,5,La Asunta,2248961,1,Masculino,38
2,La Paz,11,Sud Yungas,5,La Asunta,8856735,2,Femenino,24
2,La Paz,11,Sud Yungas,5,La Asunta,10257443,1,Masculino,34
2,La Paz,11,Sud Yungas,5,La Asunta,775674,2,Femenino,89
2,La Paz,11,Sud Yungas,5,La Asunta,2160168,2,Femenino,30
2,La Paz,11,Sud Yungas,5,La Asunta,2556739,2,Femenino,30
2,La Paz,11,Sud Yungas,5,La Asunta,10257392,2,Femenino,42
2,La Paz,11,Sud Yungas,5,La Asunta,2504863,1,Masculino,38
2,La Paz,13,Aroma,1,Sicasica,1401622,2,Femenino,46
2,La Paz,13,Aroma,1,Sicasica,1467119,1,Masculino,80
2,La Paz,13,Aroma,1,Sicasica,1484014,2,Femenino,31
2,La Paz,13,Aroma,1,Sicasica,1805832,1,Masculino,41
2,La Paz,13,Aroma,1,Sicasica,1829462,2,Femenino,86
2,La Paz,13,Aroma,1,Sicasica,2244800,2,Femenino,38
2,La Paz,13,Aroma,1,Sicasica,2251418,2,Femenino,27
2,La Paz,13,Aroma,1,Sicasica,8049893,1,Masculino,36
2,La Paz,13,Aroma,1,Sicasica,8280776,1,Masculino,27
2,La Paz,5,Muñecas,1,Chuma,1117753,1,Masculino,48
2,La Paz,5,Muñecas,1,Chuma,1594408,1,Masculino,93
2,La Paz,5,Muñecas,1,Chuma,1596266,2,Femenino,85
2,La Paz,5,Muñecas,1,Chuma,1614764,1,Masculino,55
2,La Paz,5,Muñecas,1,Chuma,2047683,2,Femenino,71
2,La Paz,6,Larecaja,6,Tipuani,801250,2,Femenino,77
2,La Paz,6,Larecaja,6,Tipuani,2038042,2,Femenino,29
2,La Paz,6,Larecaja,6,Tipuani,2250458,2,Femenino,56
2,La Paz,6,Larecaja,6,Tipuani,2258045,2,Femenino,30
2,La Paz,6,Larecaja,6,Tipuani,2718474,2,Femenino,27
2,La Paz,5,Muñecas,3,Aucapata,704863,2,Femenino,97
2,La Paz,5,Muñecas,3,Aucapata,708705,1,Masculino,95
2,La Paz,5,Muñecas,3,Aucapata,711681,1,Masculino,57
2,La Paz,5,Muñecas,3,Aucapata,1595520,1,Masculino,104
2,La Paz,8,Ingavi,6,Jesús de Machaka,11984624,2,Femenino,45
2,La Paz,2,Omasuyos,6,Huatajata,2878424,2,Femenino,48
2,La Paz,5,Muñecas,1,Chuma,1126299,1,Masculino,53
2,La Paz,6,Larecaja,3,Tacacoma,821034,2,Femenino,39
2,La Paz,6,Larecaja,3,Tacacoma,2226865,1,Masculino,28
2,La Paz,6,Larecaja,3,Tacacoma,2341752,2,Femenino,29
2,La Paz,6,Larecaja,3,Tacacoma,2664079,1,Masculino,42
2,La Paz,6,Larecaja,6,Tipuani,122161,1,Masculino,25
2,La Paz,6,Larecaja,6,Tipuani,828872,2,Femenino,74
2,La Paz,6,Larecaja,6,Tipuani,833352,1,Masculino,53
2,La Paz,6,Larecaja,6,Tipuani,2039710,2,Femenino,43
2,La Paz,6,Larecaja,6,Tipuani,2091507,2,Femenino,28
2,La Paz,6,Larecaja,6,Tipuani,2238168,2,Femenino,25
2,La Paz,6,Larecaja,6,Tipuani,2242916,2,Femenino,36
2,La Paz,6,Larecaja,6,Tipuani,2302987,2,Femenino,31
2,La Paz,6,Larecaja,6,Tipuani,2849119,1,Masculino,27
2,La Paz,6,Larecaja,6,Tipuani,2880446,2,Femenino,31
2,La Paz,6,Larecaja,6,Tipuani,11272896,1,Masculino,28
2,La Paz,6,Larecaja,6,Tipuani,11981136,1,Masculino,30
2,La Paz,6,Larecaja,6,Tipuani,11984151,2,Femenino,53
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,1628439,2,Femenino,100
2,La Paz,2,Omasuyos,2,Villa Ancoraimes,10183644,1,Masculino,25
